time,price
2026-02-28T01:53:07+00:00,81.91
2026-02-28T01:53:08+00:00,81.91
2026-02-28T01:53:09+00:00,81.91
2026-02-28T01:53:10+00:00,81.91
2026-02-28T01:53:15+00:00,81.91
2026-02-28T01:53:16+00:00,81.92
2026-02-28T01:53:17+00:00,81.91
2026-02-28T01:53:21+00:00,81.91
2026-02-28T01:53:22+00:00,81.91
2026-02-28T01:53:24+00:00,81.91
2026-02-28T01:53:25+00:00,81.91
2026-02-28T01:53:26+00:00,81.91
2026-02-28T01:53:27+00:00,81.92
2026-02-28T01:53:28+00:00,81.91
2026-02-28T01:53:29+00:00,81.91
2026-02-28T01:53:30+00:00,81.91
2026-02-28T01:53:32+00:00,81.91
2026-02-28T01:53:34+00:00,81.92
2026-02-28T01:53:35+00:00,81.91
2026-02-28T01:53:36+00:00,81.92
2026-02-28T01:53:37+00:00,81.91
2026-02-28T01:53:38+00:00,81.91
2026-02-28T01:53:39+00:00,81.91
2026-02-28T01:53:40+00:00,81.91
2026-02-28T01:53:41+00:00,81.92
2026-02-28T01:53:42+00:00,81.92
2026-02-28T01:53:43+00:00,81.92
2026-02-28T01:53:45+00:00,81.91
2026-02-28T01:53:48+00:00,81.92
2026-02-28T01:53:49+00:00,81.9
2026-02-28T01:53:50+00:00,81.9
2026-02-28T01:53:51+00:00,81.9
2026-02-28T01:53:52+00:00,81.9
2026-02-28T01:53:53+00:00,81.9
2026-02-28T01:53:55+00:00,81.9
2026-02-28T01:53:56+00:00,81.9
2026-02-28T01:53:58+00:00,81.9
2026-02-28T01:54:00+00:00,81.9
2026-02-28T01:54:01+00:00,81.9
2026-02-28T01:54:02+00:00,81.9
2026-02-28T01:54:03+00:00,81.89
2026-02-28T01:54:04+00:00,81.89
2026-02-28T01:54:05+00:00,81.89
2026-02-28T01:54:06+00:00,81.89
2026-02-28T01:54:08+00:00,81.89
2026-02-28T01:54:09+00:00,81.89
2026-02-28T01:54:12+00:00,81.89
2026-02-28T01:54:14+00:00,81.9
2026-02-28T01:54:15+00:00,81.9
2026-02-28T01:54:16+00:00,81.9
2026-02-28T01:54:17+00:00,81.9
2026-02-28T01:54:19+00:00,81.9
2026-02-28T01:54:20+00:00,81.9
2026-02-28T01:54:23+00:00,81.9
2026-02-28T01:54:25+00:00,81.89
2026-02-28T01:54:30+00:00,81.9
2026-02-28T01:54:31+00:00,81.9
2026-02-28T01:54:32+00:00,81.9
2026-02-28T01:54:33+00:00,81.9
2026-02-28T01:54:34+00:00,81.89
2026-02-28T01:54:36+00:00,81.89
2026-02-28T01:54:37+00:00,81.9
2026-02-28T01:54:38+00:00,81.9
2026-02-28T01:54:39+00:00,81.9
2026-02-28T01:54:42+00:00,81.89
2026-02-28T01:54:44+00:00,81.89
2026-02-28T01:54:45+00:00,81.89
2026-02-28T01:54:46+00:00,81.9
2026-02-28T01:54:48+00:00,81.9
2026-02-28T01:54:51+00:00,81.9
2026-02-28T01:54:52+00:00,81.9
2026-02-28T01:54:53+00:00,81.9
2026-02-28T01:54:54+00:00,81.9
2026-02-28T01:54:56+00:00,81.9
2026-02-28T01:54:57+00:00,81.9
2026-02-28T01:54:58+00:00,81.9
2026-02-28T01:54:59+00:00,81.9
2026-02-28T01:55:00+00:00,81.9
2026-02-28T01:55:01+00:00,81.89
2026-02-28T01:55:02+00:00,81.9
2026-02-28T01:55:03+00:00,81.91
2026-02-28T01:55:05+00:00,81.91
2026-02-28T01:55:07+00:00,81.91
2026-02-28T01:55:09+00:00,81.91
2026-02-28T01:55:10+00:00,81.91
2026-02-28T01:55:11+00:00,81.9
2026-02-28T01:55:12+00:00,81.9
2026-02-28T01:55:14+00:00,81.9
2026-02-28T01:55:16+00:00,81.9
2026-02-28T01:55:17+00:00,81.9
2026-02-28T01:55:18+00:00,81.89
2026-02-28T01:55:19+00:00,81.89
2026-02-28T01:55:20+00:00,81.9
2026-02-28T01:55:21+00:00,81.9
2026-02-28T01:55:22+00:00,81.9
2026-02-28T01:55:23+00:00,81.9
2026-02-28T01:55:24+00:00,81.89
2026-02-28T01:55:25+00:00,81.89
2026-02-28T01:55:27+00:00,81.9
2026-02-28T01:55:28+00:00,81.9
2026-02-28T01:55:29+00:00,81.9
2026-02-28T01:55:30+00:00,81.9
2026-02-28T01:55:31+00:00,81.89
2026-02-28T01:55:32+00:00,81.89
2026-02-28T01:55:33+00:00,81.89
2026-02-28T01:55:35+00:00,81.89
2026-02-28T01:55:36+00:00,81.89
2026-02-28T01:55:37+00:00,81.9
2026-02-28T01:55:38+00:00,81.89
2026-02-28T01:55:39+00:00,81.89
2026-02-28T01:55:40+00:00,81.89
2026-02-28T01:55:41+00:00,81.9
2026-02-28T01:55:42+00:00,81.9
2026-02-28T01:55:43+00:00,81.9
2026-02-28T01:55:44+00:00,81.9
2026-02-28T01:55:45+00:00,81.89
2026-02-28T01:55:46+00:00,81.9
2026-02-28T01:55:47+00:00,81.89
2026-02-28T01:55:48+00:00,81.89
2026-02-28T01:55:49+00:00,81.9
2026-02-28T01:55:51+00:00,81.9
2026-02-28T01:55:52+00:00,81.9
2026-02-28T01:55:53+00:00,81.9
2026-02-28T01:55:54+00:00,81.9
2026-02-28T01:55:55+00:00,81.89
2026-02-28T01:55:56+00:00,81.9
2026-02-28T01:55:57+00:00,81.91
2026-02-28T01:55:59+00:00,81.91
2026-02-28T01:56:00+00:00,81.91
2026-02-28T01:56:02+00:00,81.92
2026-02-28T01:56:03+00:00,81.91
2026-02-28T01:56:04+00:00,81.9
2026-02-28T01:56:05+00:00,81.9
2026-02-28T01:56:07+00:00,81.9
2026-02-28T01:56:09+00:00,81.9
2026-02-28T01:56:10+00:00,81.9
2026-02-28T01:56:11+00:00,81.9
2026-02-28T01:56:12+00:00,81.9
2026-02-28T01:56:14+00:00,81.9
2026-02-28T01:56:15+00:00,81.89
2026-02-28T01:56:16+00:00,81.9
2026-02-28T01:56:17+00:00,81.9
2026-02-28T01:56:18+00:00,81.89
2026-02-28T01:56:20+00:00,81.89
2026-02-28T01:56:21+00:00,81.89
2026-02-28T01:56:22+00:00,81.89
2026-02-28T01:56:23+00:00,81.9
2026-02-28T01:56:25+00:00,81.9
2026-02-28T01:56:26+00:00,81.9
2026-02-28T01:56:27+00:00,81.9
2026-02-28T01:56:28+00:00,81.89
2026-02-28T01:56:30+00:00,81.89
2026-02-28T01:56:31+00:00,81.89
2026-02-28T01:56:32+00:00,81.89
2026-02-28T01:56:33+00:00,81.89
2026-02-28T01:56:34+00:00,81.89
2026-02-28T01:56:36+00:00,81.9
2026-02-28T01:56:37+00:00,81.9
2026-02-28T01:56:38+00:00,81.89
2026-02-28T01:56:39+00:00,81.9
2026-02-28T01:56:41+00:00,81.9
2026-02-28T01:56:42+00:00,81.9
2026-02-28T01:56:43+00:00,81.9
2026-02-28T01:56:44+00:00,81.9
2026-02-28T01:56:47+00:00,81.9
2026-02-28T01:56:48+00:00,81.9
2026-02-28T01:56:49+00:00,81.9
2026-02-28T01:56:50+00:00,81.9
2026-02-28T01:56:51+00:00,81.9
2026-02-28T01:56:52+00:00,81.9
2026-02-28T01:56:54+00:00,81.9
2026-02-28T01:56:55+00:00,81.9
2026-02-28T01:56:56+00:00,81.9
2026-02-28T01:56:57+00:00,81.9
2026-02-28T01:56:58+00:00,81.89
2026-02-28T01:56:59+00:00,81.9
2026-02-28T01:57:00+00:00,81.89
2026-02-28T01:57:01+00:00,81.89
2026-02-28T01:57:02+00:00,81.89
2026-02-28T01:57:03+00:00,81.89
2026-02-28T01:57:04+00:00,81.89
2026-02-28T01:57:05+00:00,81.89
2026-02-28T01:57:06+00:00,81.89
2026-02-28T01:57:07+00:00,81.89
2026-02-28T01:57:08+00:00,81.89
2026-02-28T01:57:09+00:00,81.85
2026-02-28T01:57:10+00:00,81.85
2026-02-28T01:57:11+00:00,81.85
2026-02-28T01:57:12+00:00,81.85
2026-02-28T01:57:13+00:00,81.85
2026-02-28T01:57:14+00:00,81.85
2026-02-28T01:57:15+00:00,81.85
2026-02-28T01:57:16+00:00,81.85
2026-02-28T01:57:17+00:00,81.85
2026-02-28T01:57:19+00:00,81.85
2026-02-28T01:57:20+00:00,81.85
2026-02-28T01:57:23+00:00,81.85
2026-02-28T01:57:24+00:00,81.85
2026-02-28T01:57:26+00:00,81.85
2026-02-28T01:57:27+00:00,81.85
2026-02-28T01:57:29+00:00,81.85
2026-02-28T01:57:31+00:00,81.85
2026-02-28T01:57:32+00:00,81.87
2026-02-28T01:57:33+00:00,81.87
2026-02-28T01:57:34+00:00,81.87
2026-02-28T01:57:35+00:00,81.87
2026-02-28T01:57:36+00:00,81.87
2026-02-28T01:57:37+00:00,81.87
2026-02-28T01:57:38+00:00,81.86
2026-02-28T01:57:39+00:00,81.86
2026-02-28T01:57:40+00:00,81.86
2026-02-28T01:57:41+00:00,81.87
2026-02-28T01:57:42+00:00,81.86
2026-02-28T01:57:43+00:00,81.87
2026-02-28T01:57:44+00:00,81.86
2026-02-28T01:57:45+00:00,81.86
2026-02-28T01:57:46+00:00,81.86
2026-02-28T01:57:47+00:00,81.86
2026-02-28T01:57:48+00:00,81.86
2026-02-28T01:57:49+00:00,81.86
2026-02-28T01:57:50+00:00,81.86
2026-02-28T01:57:52+00:00,81.87
2026-02-28T01:57:53+00:00,81.86
2026-02-28T01:57:55+00:00,81.87
2026-02-28T01:57:57+00:00,81.87
2026-02-28T01:57:58+00:00,81.87
2026-02-28T01:57:59+00:00,81.87
2026-02-28T01:58:00+00:00,81.87
2026-02-28T01:58:01+00:00,81.89
2026-02-28T01:58:02+00:00,81.88
2026-02-28T01:58:03+00:00,81.88
2026-02-28T01:58:04+00:00,81.88
2026-02-28T01:58:05+00:00,81.88
2026-02-28T01:58:06+00:00,81.87
2026-02-28T01:58:08+00:00,81.87
2026-02-28T01:58:09+00:00,81.86
2026-02-28T01:58:11+00:00,81.87
2026-02-28T01:58:14+00:00,81.87
2026-02-28T01:58:15+00:00,81.87
2026-02-28T01:58:16+00:00,81.87
2026-02-28T01:58:17+00:00,81.89
2026-02-28T01:58:18+00:00,81.89
2026-02-28T01:58:19+00:00,81.89
2026-02-28T01:58:20+00:00,81.89
2026-02-28T01:58:21+00:00,81.89
2026-02-28T01:58:23+00:00,81.89
2026-02-28T01:58:24+00:00,81.89
2026-02-28T01:58:25+00:00,81.89
2026-02-28T01:58:26+00:00,81.88
2026-02-28T01:58:27+00:00,81.88
2026-02-28T01:58:28+00:00,81.88
2026-02-28T01:58:29+00:00,81.88
2026-02-28T01:58:30+00:00,81.88
2026-02-28T01:58:31+00:00,81.87
2026-02-28T01:58:32+00:00,81.87
2026-02-28T01:58:33+00:00,81.87
2026-02-28T01:58:34+00:00,81.88
2026-02-28T01:58:35+00:00,81.87
2026-02-28T01:58:36+00:00,81.87
2026-02-28T01:58:37+00:00,81.88
2026-02-28T01:58:38+00:00,81.88
2026-02-28T01:58:39+00:00,81.88
2026-02-28T01:58:40+00:00,81.88
2026-02-28T01:58:42+00:00,81.88
2026-02-28T01:58:43+00:00,81.88
2026-02-28T01:58:46+00:00,81.88
2026-02-28T01:58:47+00:00,81.88
2026-02-28T01:58:48+00:00,81.88
2026-02-28T01:58:49+00:00,81.88
2026-02-28T01:58:50+00:00,81.88
2026-02-28T01:58:52+00:00,81.88
2026-02-28T01:58:53+00:00,81.88
2026-02-28T01:58:54+00:00,81.88
2026-02-28T01:58:55+00:00,81.88
2026-02-28T01:58:56+00:00,81.88
2026-02-28T01:58:57+00:00,81.88
2026-02-28T01:58:59+00:00,81.88
2026-02-28T01:59:01+00:00,81.88
2026-02-28T01:59:03+00:00,81.88
2026-02-28T01:59:04+00:00,81.88
2026-02-28T01:59:05+00:00,81.88
