time,price
2026-03-07T11:02:19+00:00,1.37
2026-03-07T11:02:23+00:00,1.37
2026-03-07T11:02:24+00:00,1.37
2026-03-07T11:02:25+00:00,1.37
2026-03-07T11:02:26+00:00,1.37
2026-03-07T11:02:29+00:00,1.37
2026-03-07T11:02:31+00:00,1.37
2026-03-07T11:02:33+00:00,1.37
2026-03-07T11:02:35+00:00,1.37
2026-03-07T11:02:36+00:00,1.37
2026-03-07T11:02:37+00:00,1.37
2026-03-07T11:02:38+00:00,1.37
2026-03-07T11:02:40+00:00,1.37
2026-03-07T11:02:41+00:00,1.37
2026-03-07T11:02:44+00:00,1.37
2026-03-07T11:02:45+00:00,1.37
2026-03-07T11:02:46+00:00,1.37
2026-03-07T11:02:47+00:00,1.37
2026-03-07T11:02:51+00:00,1.37
2026-03-07T11:02:52+00:00,1.37
2026-03-07T11:02:53+00:00,1.37
2026-03-07T11:02:54+00:00,1.37
2026-03-07T11:02:55+00:00,1.37
2026-03-07T11:02:58+00:00,1.37
2026-03-07T11:03:02+00:00,1.37
2026-03-07T11:03:03+00:00,1.37
2026-03-07T11:03:06+00:00,1.37
2026-03-07T11:03:07+00:00,1.37
2026-03-07T11:03:08+00:00,1.37
2026-03-07T11:03:11+00:00,1.37
2026-03-07T11:03:12+00:00,1.37
2026-03-07T11:03:14+00:00,1.37
2026-03-07T11:03:16+00:00,1.37
2026-03-07T11:03:17+00:00,1.37
2026-03-07T11:03:19+00:00,1.37
2026-03-07T11:03:20+00:00,1.37
2026-03-07T11:03:23+00:00,1.37
2026-03-07T11:03:25+00:00,1.37
2026-03-07T11:03:26+00:00,1.37
2026-03-07T11:03:28+00:00,1.37
2026-03-07T11:03:30+00:00,1.37
2026-03-07T11:03:34+00:00,1.37
2026-03-07T11:03:35+00:00,1.37
2026-03-07T11:03:37+00:00,1.37
2026-03-07T11:03:41+00:00,1.37
2026-03-07T11:03:42+00:00,1.37
2026-03-07T11:03:43+00:00,1.37
2026-03-07T11:03:44+00:00,1.37
2026-03-07T11:03:45+00:00,1.37
2026-03-07T11:03:46+00:00,1.37
2026-03-07T11:03:47+00:00,1.37
2026-03-07T11:03:48+00:00,1.37
2026-03-07T11:03:49+00:00,1.37
2026-03-07T11:03:51+00:00,1.37
2026-03-07T11:03:52+00:00,1.37
2026-03-07T11:03:53+00:00,1.37
2026-03-07T11:03:54+00:00,1.37
2026-03-07T11:03:55+00:00,1.37
2026-03-07T11:03:56+00:00,1.37
2026-03-07T11:03:59+00:00,1.37
2026-03-07T11:04:00+00:00,1.37
2026-03-07T11:04:02+00:00,1.37
2026-03-07T11:04:03+00:00,1.37
2026-03-07T11:04:06+00:00,1.37
2026-03-07T11:04:10+00:00,1.37
2026-03-07T11:04:11+00:00,1.37
2026-03-07T11:04:12+00:00,1.37
2026-03-07T11:04:15+00:00,1.37
2026-03-07T11:04:16+00:00,1.37
2026-03-07T11:04:17+00:00,1.37
2026-03-07T11:04:18+00:00,1.37
2026-03-07T11:04:20+00:00,1.37
2026-03-07T11:04:21+00:00,1.37
2026-03-07T11:04:22+00:00,1.37
2026-03-07T11:04:23+00:00,1.37
2026-03-07T11:04:24+00:00,1.37
2026-03-07T11:04:25+00:00,1.37
2026-03-07T11:04:27+00:00,1.37
2026-03-07T11:04:29+00:00,1.37
2026-03-07T11:04:30+00:00,1.37
2026-03-07T11:04:31+00:00,1.37
2026-03-07T11:04:37+00:00,1.37
2026-03-07T11:04:38+00:00,1.37
2026-03-07T11:04:39+00:00,1.37
2026-03-07T11:04:41+00:00,1.37
2026-03-07T11:04:42+00:00,1.37
2026-03-07T11:04:44+00:00,1.37
2026-03-07T11:04:45+00:00,1.37
2026-03-07T11:04:46+00:00,1.37
2026-03-07T11:04:49+00:00,1.37
2026-03-07T11:04:50+00:00,1.37
2026-03-07T11:04:51+00:00,1.37
2026-03-07T11:04:52+00:00,1.37
2026-03-07T11:04:54+00:00,1.37
2026-03-07T11:04:55+00:00,1.37
2026-03-07T11:04:56+00:00,1.37
2026-03-07T11:04:57+00:00,1.37
2026-03-07T11:04:59+00:00,1.37
2026-03-07T11:05:01+00:00,1.37
2026-03-07T11:05:02+00:00,1.37
2026-03-07T11:05:03+00:00,1.37
2026-03-07T11:05:05+00:00,1.37
2026-03-07T11:05:06+00:00,1.37
2026-03-07T11:05:07+00:00,1.37
2026-03-07T11:05:09+00:00,1.37
2026-03-07T11:05:11+00:00,1.37
2026-03-07T11:05:12+00:00,1.37
2026-03-07T11:05:13+00:00,1.37
2026-03-07T11:05:15+00:00,1.37
2026-03-07T11:05:18+00:00,1.37
2026-03-07T11:05:19+00:00,1.37
2026-03-07T11:05:21+00:00,1.37
2026-03-07T11:05:22+00:00,1.37
2026-03-07T11:05:24+00:00,1.37
2026-03-07T11:05:25+00:00,1.37
2026-03-07T11:05:28+00:00,1.37
2026-03-07T11:05:29+00:00,1.37
2026-03-07T11:05:30+00:00,1.37
2026-03-07T11:05:31+00:00,1.37
2026-03-07T11:05:32+00:00,1.37
2026-03-07T11:05:36+00:00,1.37
2026-03-07T11:05:37+00:00,1.37
2026-03-07T11:05:38+00:00,1.37
2026-03-07T11:05:40+00:00,1.37
2026-03-07T11:05:42+00:00,1.37
2026-03-07T11:05:43+00:00,1.37
2026-03-07T11:05:44+00:00,1.37
2026-03-07T11:05:45+00:00,1.37
2026-03-07T11:05:46+00:00,1.37
2026-03-07T11:05:47+00:00,1.37
2026-03-07T11:05:48+00:00,1.37
2026-03-07T11:05:49+00:00,1.37
2026-03-07T11:05:50+00:00,1.37
2026-03-07T11:05:52+00:00,1.37
2026-03-07T11:05:53+00:00,1.37
2026-03-07T11:05:54+00:00,1.37
2026-03-07T11:05:55+00:00,1.37
2026-03-07T11:05:56+00:00,1.37
2026-03-07T11:05:58+00:00,1.37
2026-03-07T11:05:59+00:00,1.37
2026-03-07T11:06:00+00:00,1.37
2026-03-07T11:06:01+00:00,1.37
2026-03-07T11:06:05+00:00,1.37
2026-03-07T11:06:06+00:00,1.37
2026-03-07T11:06:08+00:00,1.37
2026-03-07T11:06:09+00:00,1.37
2026-03-07T11:06:10+00:00,1.37
2026-03-07T11:06:11+00:00,1.37
2026-03-07T11:06:12+00:00,1.37
2026-03-07T11:06:13+00:00,1.37
2026-03-07T11:06:14+00:00,1.37
2026-03-07T11:06:16+00:00,1.37
2026-03-07T11:06:17+00:00,1.37
2026-03-07T11:06:19+00:00,1.37
2026-03-07T11:06:20+00:00,1.37
2026-03-07T11:06:22+00:00,1.37
2026-03-07T11:06:23+00:00,1.37
2026-03-07T11:06:25+00:00,1.37
2026-03-07T11:06:26+00:00,1.37
2026-03-07T11:06:27+00:00,1.37
2026-03-07T11:06:29+00:00,1.37
2026-03-07T11:06:30+00:00,1.37
2026-03-07T11:06:31+00:00,1.37
2026-03-07T11:06:37+00:00,1.37
2026-03-07T11:06:40+00:00,1.37
2026-03-07T11:06:43+00:00,1.37
2026-03-07T11:06:45+00:00,1.37
2026-03-07T11:06:46+00:00,1.37
2026-03-07T11:06:47+00:00,1.37
2026-03-07T11:06:49+00:00,1.37
2026-03-07T11:06:50+00:00,1.37
2026-03-07T11:06:51+00:00,1.37
2026-03-07T11:06:52+00:00,1.37
2026-03-07T11:06:55+00:00,1.37
2026-03-07T11:06:58+00:00,1.37
2026-03-07T11:06:59+00:00,1.37
2026-03-07T11:07:01+00:00,1.37
2026-03-07T11:07:02+00:00,1.37
2026-03-07T11:07:05+00:00,1.37
2026-03-07T11:07:06+00:00,1.37
2026-03-07T11:07:07+00:00,1.37
2026-03-07T11:07:08+00:00,1.37
2026-03-07T11:07:09+00:00,1.37
2026-03-07T11:07:10+00:00,1.37
2026-03-07T11:07:11+00:00,1.37
2026-03-07T11:07:12+00:00,1.37
2026-03-07T11:07:13+00:00,1.37
2026-03-07T11:07:15+00:00,1.37
2026-03-07T11:07:18+00:00,1.37
2026-03-07T11:07:19+00:00,1.37
2026-03-07T11:07:20+00:00,1.37
2026-03-07T11:07:21+00:00,1.37
2026-03-07T11:07:22+00:00,1.37
2026-03-07T11:07:24+00:00,1.37
2026-03-07T11:07:25+00:00,1.37
2026-03-07T11:07:29+00:00,1.37
2026-03-07T11:07:30+00:00,1.37
2026-03-07T11:07:31+00:00,1.37
2026-03-07T11:07:32+00:00,1.37
2026-03-07T11:07:34+00:00,1.37
2026-03-07T11:07:36+00:00,1.37
2026-03-07T11:07:37+00:00,1.37
2026-03-07T11:07:38+00:00,1.37
2026-03-07T11:07:39+00:00,1.37
2026-03-07T11:07:41+00:00,1.37
2026-03-07T11:07:42+00:00,1.37
2026-03-07T11:07:43+00:00,1.37
2026-03-07T11:07:44+00:00,1.37
2026-03-07T11:07:47+00:00,1.37
2026-03-07T11:07:49+00:00,1.37
2026-03-07T11:07:50+00:00,1.37
2026-03-07T11:07:54+00:00,1.37
2026-03-07T11:07:55+00:00,1.37
2026-03-07T11:07:56+00:00,1.37
2026-03-07T11:07:57+00:00,1.37
2026-03-07T11:07:58+00:00,1.37
2026-03-07T11:08:01+00:00,1.37
2026-03-07T11:08:02+00:00,1.37
2026-03-07T11:08:03+00:00,1.37
2026-03-07T11:08:04+00:00,1.37
2026-03-07T11:08:06+00:00,1.37
2026-03-07T11:08:09+00:00,1.37
2026-03-07T11:08:10+00:00,1.37
2026-03-07T11:08:11+00:00,1.37
2026-03-07T11:08:12+00:00,1.37
2026-03-07T11:08:13+00:00,1.37
2026-03-07T11:08:16+00:00,1.37
2026-03-07T11:08:17+00:00,1.37
2026-03-07T11:08:18+00:00,1.37
2026-03-07T11:08:19+00:00,1.37
2026-03-07T11:08:20+00:00,1.37
2026-03-07T11:08:21+00:00,1.37
2026-03-07T11:08:22+00:00,1.37
2026-03-07T11:08:25+00:00,1.37
2026-03-07T11:08:28+00:00,1.37
2026-03-07T11:08:30+00:00,1.37
2026-03-07T11:08:31+00:00,1.37
2026-03-07T11:08:33+00:00,1.37
2026-03-07T11:08:37+00:00,1.37
2026-03-07T11:08:38+00:00,1.37
2026-03-07T11:08:39+00:00,1.37
2026-03-07T11:08:42+00:00,1.37
2026-03-07T11:08:44+00:00,1.37
2026-03-07T11:08:46+00:00,1.37
2026-03-07T11:08:48+00:00,1.37
2026-03-07T11:08:49+00:00,1.37
2026-03-07T11:08:50+00:00,1.37
2026-03-07T11:08:52+00:00,1.37
2026-03-07T11:08:53+00:00,1.37
2026-03-07T11:08:55+00:00,1.37
2026-03-07T11:08:57+00:00,1.37
2026-03-07T11:08:58+00:00,1.37
2026-03-07T11:08:59+00:00,1.37
2026-03-07T11:09:01+00:00,1.37
2026-03-07T11:09:03+00:00,1.37
2026-03-07T11:09:05+00:00,1.37
2026-03-07T11:09:07+00:00,1.37
2026-03-07T11:09:08+00:00,1.37
2026-03-07T11:09:10+00:00,1.37
2026-03-07T11:09:11+00:00,1.37
2026-03-07T11:09:12+00:00,1.37
2026-03-07T11:09:16+00:00,1.37
2026-03-07T11:09:17+00:00,1.37
2026-03-07T11:09:18+00:00,1.37
2026-03-07T11:09:21+00:00,1.37
2026-03-07T11:09:22+00:00,1.37
2026-03-07T11:09:23+00:00,1.37
2026-03-07T11:09:25+00:00,1.37
2026-03-07T11:09:26+00:00,1.37
2026-03-07T11:09:27+00:00,1.37
2026-03-07T11:09:28+00:00,1.37
2026-03-07T11:09:29+00:00,1.37
2026-03-07T11:09:33+00:00,1.37
2026-03-07T11:09:34+00:00,1.37
2026-03-07T11:09:36+00:00,1.37
2026-03-07T11:09:37+00:00,1.37
2026-03-07T11:09:40+00:00,1.37
2026-03-07T11:09:42+00:00,1.37
2026-03-07T11:09:43+00:00,1.37
2026-03-07T11:09:44+00:00,1.37
2026-03-07T11:09:45+00:00,1.37
2026-03-07T11:09:46+00:00,1.37
2026-03-07T11:09:47+00:00,1.37
2026-03-07T11:09:49+00:00,1.37
2026-03-07T11:09:50+00:00,1.37
2026-03-07T11:09:52+00:00,1.37
2026-03-07T11:09:54+00:00,1.37
2026-03-07T11:09:55+00:00,1.37
2026-03-07T11:09:56+00:00,1.37
2026-03-07T11:09:57+00:00,1.37
2026-03-07T11:09:58+00:00,1.37
2026-03-07T11:10:00+00:00,1.37
2026-03-07T11:10:03+00:00,1.37
2026-03-07T11:10:04+00:00,1.37
2026-03-07T11:10:05+00:00,1.37
2026-03-07T11:10:06+00:00,1.37
2026-03-07T11:10:08+00:00,1.37
2026-03-07T11:10:11+00:00,1.37
2026-03-07T11:10:12+00:00,1.37
2026-03-07T11:10:13+00:00,1.37
2026-03-07T11:10:14+00:00,1.37
2026-03-07T11:10:15+00:00,1.37
2026-03-07T11:10:16+00:00,1.37
2026-03-07T11:10:17+00:00,1.37
2026-03-07T11:10:19+00:00,1.37
2026-03-07T11:10:20+00:00,1.37
2026-03-07T11:10:22+00:00,1.37
2026-03-07T11:10:23+00:00,1.37
2026-03-07T11:10:24+00:00,1.37
2026-03-07T11:10:25+00:00,1.37
2026-03-07T11:10:26+00:00,1.37
2026-03-07T11:10:28+00:00,1.37
2026-03-07T11:10:30+00:00,1.37
2026-03-07T11:10:31+00:00,1.37
2026-03-07T11:10:33+00:00,1.37
2026-03-07T11:10:34+00:00,1.37
2026-03-07T11:10:35+00:00,1.37
2026-03-07T11:10:36+00:00,1.37
2026-03-07T11:10:37+00:00,1.37
2026-03-07T11:10:38+00:00,1.37
2026-03-07T11:10:39+00:00,1.37
2026-03-07T11:10:43+00:00,1.37
2026-03-07T11:10:45+00:00,1.37
2026-03-07T11:10:47+00:00,1.37
2026-03-07T11:10:49+00:00,1.37
2026-03-07T11:10:50+00:00,1.37
2026-03-07T11:10:51+00:00,1.37
2026-03-07T11:10:52+00:00,1.37
2026-03-07T11:10:53+00:00,1.37
2026-03-07T11:10:55+00:00,1.37
2026-03-07T11:10:56+00:00,1.37
2026-03-07T11:10:57+00:00,1.37
2026-03-07T11:10:58+00:00,1.37
2026-03-07T11:10:59+00:00,1.37
2026-03-07T11:11:01+00:00,1.37
2026-03-07T11:11:04+00:00,1.37
2026-03-07T11:11:07+00:00,1.37
2026-03-07T11:11:09+00:00,1.37
2026-03-07T11:11:12+00:00,1.37
2026-03-07T11:11:13+00:00,1.37
2026-03-07T11:11:15+00:00,1.37
2026-03-07T11:11:16+00:00,1.37
2026-03-07T11:11:18+00:00,1.37
2026-03-07T11:11:20+00:00,1.37
2026-03-07T11:11:21+00:00,1.37
2026-03-07T11:11:22+00:00,1.37
2026-03-07T11:11:23+00:00,1.37
2026-03-07T11:11:25+00:00,1.37
2026-03-07T11:11:26+00:00,1.37
2026-03-07T11:11:30+00:00,1.37
2026-03-07T11:11:31+00:00,1.37
2026-03-07T11:11:32+00:00,1.37
2026-03-07T11:11:33+00:00,1.37
2026-03-07T11:11:35+00:00,1.37
2026-03-07T11:11:36+00:00,1.37
2026-03-07T11:11:37+00:00,1.37
2026-03-07T11:11:38+00:00,1.37
2026-03-07T11:11:39+00:00,1.37
2026-03-07T11:11:41+00:00,1.37
2026-03-07T11:11:43+00:00,1.37
2026-03-07T11:11:44+00:00,1.37
2026-03-07T11:11:45+00:00,1.37
2026-03-07T11:11:47+00:00,1.37
2026-03-07T11:11:48+00:00,1.37
2026-03-07T11:11:49+00:00,1.37
2026-03-07T11:11:50+00:00,1.37
2026-03-07T11:11:51+00:00,1.37
2026-03-07T11:11:52+00:00,1.37
2026-03-07T11:11:53+00:00,1.37
2026-03-07T11:11:54+00:00,1.37
2026-03-07T11:11:55+00:00,1.37
2026-03-07T11:11:58+00:00,1.37
2026-03-07T11:11:59+00:00,1.37
2026-03-07T11:12:01+00:00,1.37
2026-03-07T11:12:02+00:00,1.37
2026-03-07T11:12:03+00:00,1.37
2026-03-07T11:12:05+00:00,1.37
2026-03-07T11:12:06+00:00,1.37
2026-03-07T11:12:07+00:00,1.37
2026-03-07T11:12:08+00:00,1.37
2026-03-07T11:12:09+00:00,1.37
2026-03-07T11:12:10+00:00,1.37
2026-03-07T11:12:11+00:00,1.37
2026-03-07T11:12:12+00:00,1.37
2026-03-07T11:12:13+00:00,1.37
2026-03-07T11:12:14+00:00,1.37
2026-03-07T11:12:16+00:00,1.37
2026-03-07T11:12:18+00:00,1.37
2026-03-07T11:12:21+00:00,1.37
2026-03-07T11:12:23+00:00,1.37
2026-03-07T11:12:25+00:00,1.37
2026-03-07T11:12:26+00:00,1.37
2026-03-07T11:12:29+00:00,1.37
2026-03-07T11:12:30+00:00,1.37
2026-03-07T11:12:31+00:00,1.37
2026-03-07T11:12:32+00:00,1.37
2026-03-07T11:12:33+00:00,1.37
2026-03-07T11:12:34+00:00,1.37
2026-03-07T11:12:35+00:00,1.37
2026-03-07T11:12:36+00:00,1.37
2026-03-07T11:12:37+00:00,1.37
2026-03-07T11:12:38+00:00,1.37
2026-03-07T11:12:39+00:00,1.37
2026-03-07T11:12:40+00:00,1.37
2026-03-07T11:12:41+00:00,1.37
2026-03-07T11:12:42+00:00,1.37
2026-03-07T11:12:43+00:00,1.37
2026-03-07T11:12:44+00:00,1.37
2026-03-07T11:12:46+00:00,1.37
2026-03-07T11:12:47+00:00,1.37
2026-03-07T11:12:48+00:00,1.37
2026-03-07T11:12:49+00:00,1.37
2026-03-07T11:12:50+00:00,1.37
2026-03-07T11:12:51+00:00,1.37
2026-03-07T11:12:52+00:00,1.37
2026-03-07T11:12:53+00:00,1.37
2026-03-07T11:12:54+00:00,1.37
2026-03-07T11:12:55+00:00,1.37
2026-03-07T11:12:56+00:00,1.37
2026-03-07T11:12:58+00:00,1.37
2026-03-07T11:12:59+00:00,1.37
2026-03-07T11:13:01+00:00,1.37
2026-03-07T11:13:02+00:00,1.37
2026-03-07T11:13:04+00:00,1.37
2026-03-07T11:13:05+00:00,1.37
2026-03-07T11:13:06+00:00,1.37
2026-03-07T11:13:08+00:00,1.37
2026-03-07T11:13:09+00:00,1.37
2026-03-07T11:13:10+00:00,1.37
2026-03-07T11:13:11+00:00,1.37
2026-03-07T11:13:12+00:00,1.37
2026-03-07T11:13:13+00:00,1.37
2026-03-07T11:13:14+00:00,1.37
2026-03-07T11:13:15+00:00,1.37
2026-03-07T11:13:16+00:00,1.37
2026-03-07T11:13:17+00:00,1.37
2026-03-07T11:13:18+00:00,1.37
2026-03-07T11:13:19+00:00,1.37
2026-03-07T11:13:20+00:00,1.37
2026-03-07T11:13:23+00:00,1.37
2026-03-07T11:13:24+00:00,1.37
2026-03-07T11:13:25+00:00,1.37
2026-03-07T11:13:27+00:00,1.37
2026-03-07T11:13:28+00:00,1.37
2026-03-07T11:13:29+00:00,1.37
2026-03-07T11:13:30+00:00,1.37
2026-03-07T11:13:31+00:00,1.37
2026-03-07T11:13:32+00:00,1.37
2026-03-07T11:13:33+00:00,1.37
2026-03-07T11:13:34+00:00,1.37
2026-03-07T11:13:35+00:00,1.37
2026-03-07T11:13:36+00:00,1.37
2026-03-07T11:13:37+00:00,1.37
2026-03-07T11:13:38+00:00,1.37
2026-03-07T11:13:40+00:00,1.37
2026-03-07T11:13:42+00:00,1.37
2026-03-07T11:13:43+00:00,1.37
2026-03-07T11:13:44+00:00,1.37
2026-03-07T11:13:45+00:00,1.37
2026-03-07T11:13:47+00:00,1.37
2026-03-07T11:13:49+00:00,1.37
2026-03-07T11:13:52+00:00,1.37
2026-03-07T11:13:53+00:00,1.37
2026-03-07T11:13:54+00:00,1.37
2026-03-07T11:13:55+00:00,1.37
2026-03-07T11:13:58+00:00,1.37
2026-03-07T11:13:59+00:00,1.37
2026-03-07T11:14:00+00:00,1.37
2026-03-07T11:14:01+00:00,1.37
2026-03-07T11:14:02+00:00,1.37
2026-03-07T11:14:05+00:00,1.37
2026-03-07T11:14:06+00:00,1.37
2026-03-07T11:14:07+00:00,1.37
2026-03-07T11:14:08+00:00,1.37
2026-03-07T11:14:09+00:00,1.37
2026-03-07T11:14:10+00:00,1.37
2026-03-07T11:14:11+00:00,1.37
2026-03-07T11:14:13+00:00,1.37
2026-03-07T11:14:15+00:00,1.37
2026-03-07T11:14:17+00:00,1.37
2026-03-07T11:14:18+00:00,1.37
2026-03-07T11:14:19+00:00,1.37
2026-03-07T11:14:20+00:00,1.37
2026-03-07T11:14:21+00:00,1.37
2026-03-07T11:14:22+00:00,1.37
2026-03-07T11:14:23+00:00,1.37
2026-03-07T11:14:24+00:00,1.37
2026-03-07T11:14:25+00:00,1.37
2026-03-07T11:14:26+00:00,1.37
2026-03-07T11:14:28+00:00,1.37
2026-03-07T11:14:29+00:00,1.37
2026-03-07T11:14:30+00:00,1.37
2026-03-07T11:14:31+00:00,1.37
2026-03-07T11:14:34+00:00,1.37
2026-03-07T11:14:35+00:00,1.37
2026-03-07T11:14:36+00:00,1.37
2026-03-07T11:14:37+00:00,1.37
2026-03-07T11:14:38+00:00,1.37
2026-03-07T11:14:39+00:00,1.37
2026-03-07T11:14:40+00:00,1.37
2026-03-07T11:14:43+00:00,1.37
2026-03-07T11:14:44+00:00,1.37
2026-03-07T11:14:45+00:00,1.37
2026-03-07T11:14:46+00:00,1.37
2026-03-07T11:14:47+00:00,1.37
2026-03-07T11:14:48+00:00,1.37
2026-03-07T11:14:49+00:00,1.37
2026-03-07T11:14:50+00:00,1.37
2026-03-07T11:14:51+00:00,1.37
2026-03-07T11:14:52+00:00,1.37
2026-03-07T11:14:53+00:00,1.37
2026-03-07T11:14:54+00:00,1.37
2026-03-07T11:14:55+00:00,1.37
2026-03-07T11:14:57+00:00,1.37
2026-03-07T11:14:58+00:00,1.37
2026-03-07T11:14:59+00:00,1.37
