time,price
2026-02-26T23:00:00+00:00,67572.3
2026-02-26T23:00:01+00:00,67544.46
2026-02-26T23:00:02+00:00,67556.68
2026-02-26T23:00:03+00:00,67549.98
2026-02-26T23:00:04+00:00,67537.26
2026-02-26T23:00:05+00:00,67547.92
2026-02-26T23:00:06+00:00,67547.9
2026-02-26T23:00:07+00:00,67549.98
2026-02-26T23:00:08+00:00,67549.98
2026-02-26T23:00:09+00:00,67549.99
2026-02-26T23:00:10+00:00,67549.98
2026-02-26T23:00:11+00:00,67549.98
2026-02-26T23:00:12+00:00,67549.99
2026-02-26T23:00:13+00:00,67549.99
2026-02-26T23:00:14+00:00,67549.99
2026-02-26T23:00:15+00:00,67549.99
2026-02-26T23:00:16+00:00,67553.99
2026-02-26T23:00:17+00:00,67553.99
2026-02-26T23:00:18+00:00,67553.99
2026-02-26T23:00:19+00:00,67553.99
2026-02-26T23:00:20+00:00,67553.99
2026-02-26T23:00:21+00:00,67530.38
2026-02-26T23:00:22+00:00,67521.7
2026-02-26T23:00:23+00:00,67521.7
2026-02-26T23:00:24+00:00,67521.7
2026-02-26T23:00:25+00:00,67521.7
2026-02-26T23:00:26+00:00,67521.7
2026-02-26T23:00:27+00:00,67521.7
2026-02-26T23:00:28+00:00,67521.7
2026-02-26T23:00:29+00:00,67521.7
2026-02-26T23:00:30+00:00,67521.7
2026-02-26T23:00:31+00:00,67511.34
2026-02-26T23:00:32+00:00,67508.29
2026-02-26T23:00:33+00:00,67508.29
2026-02-26T23:00:34+00:00,67503.83
2026-02-26T23:00:35+00:00,67503.83
2026-02-26T23:00:36+00:00,67503.83
2026-02-26T23:00:37+00:00,67503.83
2026-02-26T23:00:38+00:00,67503.83
2026-02-26T23:00:39+00:00,67503.83
2026-02-26T23:00:40+00:00,67503.83
2026-02-26T23:00:41+00:00,67503.83
2026-02-26T23:00:42+00:00,67503.83
2026-02-26T23:00:43+00:00,67517.19
2026-02-26T23:00:44+00:00,67517.19
2026-02-26T23:00:45+00:00,67517.19
2026-02-26T23:00:46+00:00,67517.19
2026-02-26T23:00:47+00:00,67517.19
2026-02-26T23:00:48+00:00,67517.19
2026-02-26T23:00:49+00:00,67515.12
2026-02-26T23:00:50+00:00,67500.0
2026-02-26T23:00:51+00:00,67500.01
2026-02-26T23:00:52+00:00,67500.0
2026-02-26T23:00:53+00:00,67500.01
2026-02-26T23:00:54+00:00,67488.63
2026-02-26T23:00:55+00:00,67488.64
2026-02-26T23:00:56+00:00,67488.64
2026-02-26T23:00:57+00:00,67488.63
2026-02-26T23:00:58+00:00,67483.38
2026-02-26T23:00:59+00:00,67483.38
2026-02-26T23:01:00+00:00,67480.61
2026-02-26T23:01:01+00:00,67480.62
2026-02-26T23:01:02+00:00,67493.36
2026-02-26T23:01:03+00:00,67497.49
2026-02-26T23:01:04+00:00,67497.49
2026-02-26T23:01:05+00:00,67497.5
2026-02-26T23:01:06+00:00,67497.5
2026-02-26T23:01:07+00:00,67497.49
2026-02-26T23:01:08+00:00,67497.5
2026-02-26T23:01:09+00:00,67497.5
2026-02-26T23:01:10+00:00,67497.5
2026-02-26T23:01:11+00:00,67497.49
2026-02-26T23:01:12+00:00,67497.5
2026-02-26T23:01:13+00:00,67497.5
2026-02-26T23:01:14+00:00,67497.5
2026-02-26T23:01:15+00:00,67497.5
2026-02-26T23:01:16+00:00,67512.0
2026-02-26T23:01:17+00:00,67503.19
2026-02-26T23:01:18+00:00,67503.2
2026-02-26T23:01:19+00:00,67503.2
2026-02-26T23:01:20+00:00,67503.2
2026-02-26T23:01:21+00:00,67503.2
2026-02-26T23:01:22+00:00,67503.2
2026-02-26T23:01:23+00:00,67503.2
2026-02-26T23:01:24+00:00,67503.2
2026-02-26T23:01:25+00:00,67500.48
2026-02-26T23:01:26+00:00,67493.58
2026-02-26T23:01:27+00:00,67493.58
2026-02-26T23:01:28+00:00,67493.58
2026-02-26T23:01:29+00:00,67493.58
2026-02-26T23:01:30+00:00,67493.58
2026-02-26T23:01:31+00:00,67493.58
2026-02-26T23:01:32+00:00,67493.58
2026-02-26T23:01:33+00:00,67493.58
2026-02-26T23:01:34+00:00,67493.58
2026-02-26T23:01:35+00:00,67493.57
2026-02-26T23:01:36+00:00,67493.58
2026-02-26T23:01:37+00:00,67493.58
2026-02-26T23:01:38+00:00,67493.58
2026-02-26T23:01:39+00:00,67493.58
2026-02-26T23:01:40+00:00,67493.58
2026-02-26T23:01:41+00:00,67493.57
2026-02-26T23:01:42+00:00,67493.57
2026-02-26T23:01:43+00:00,67493.58
2026-02-26T23:01:44+00:00,67493.58
2026-02-26T23:01:45+00:00,67493.58
2026-02-26T23:01:46+00:00,67493.58
2026-02-26T23:01:47+00:00,67493.58
2026-02-26T23:01:48+00:00,67493.58
2026-02-26T23:01:49+00:00,67493.57
2026-02-26T23:01:50+00:00,67493.57
2026-02-26T23:01:51+00:00,67493.57
2026-02-26T23:01:52+00:00,67493.57
2026-02-26T23:01:53+00:00,67493.57
2026-02-26T23:01:54+00:00,67493.57
2026-02-26T23:01:55+00:00,67493.57
2026-02-26T23:01:56+00:00,67493.57
2026-02-26T23:01:57+00:00,67493.58
2026-02-26T23:01:58+00:00,67493.58
2026-02-26T23:01:59+00:00,67493.58
2026-02-26T23:02:00+00:00,67493.58
2026-02-26T23:02:01+00:00,67493.57
2026-02-26T23:02:02+00:00,67492.45
2026-02-26T23:02:03+00:00,67492.44
2026-02-26T23:02:04+00:00,67492.44
2026-02-26T23:02:05+00:00,67492.45
2026-02-26T23:02:06+00:00,67492.45
2026-02-26T23:02:07+00:00,67492.45
2026-02-26T23:02:08+00:00,67492.44
2026-02-26T23:02:09+00:00,67492.44
2026-02-26T23:02:10+00:00,67492.44
2026-02-26T23:02:11+00:00,67479.16
2026-02-26T23:02:12+00:00,67476.15
2026-02-26T23:02:13+00:00,67470.01
2026-02-26T23:02:14+00:00,67467.51
2026-02-26T23:02:15+00:00,67467.51
2026-02-26T23:02:16+00:00,67467.52
2026-02-26T23:02:17+00:00,67467.52
2026-02-26T23:02:18+00:00,67483.43
2026-02-26T23:02:19+00:00,67489.75
2026-02-26T23:02:20+00:00,67476.61
2026-02-26T23:02:21+00:00,67475.56
2026-02-26T23:02:22+00:00,67475.55
2026-02-26T23:02:23+00:00,67493.58
2026-02-26T23:02:24+00:00,67493.58
2026-02-26T23:02:25+00:00,67493.58
2026-02-26T23:02:26+00:00,67493.58
2026-02-26T23:02:27+00:00,67493.58
2026-02-26T23:02:28+00:00,67493.58
2026-02-26T23:02:29+00:00,67493.58
2026-02-26T23:02:30+00:00,67493.57
2026-02-26T23:02:31+00:00,67493.57
2026-02-26T23:02:32+00:00,67493.58
2026-02-26T23:02:33+00:00,67493.58
2026-02-26T23:02:34+00:00,67493.58
2026-02-26T23:02:35+00:00,67493.58
2026-02-26T23:02:36+00:00,67483.01
2026-02-26T23:02:37+00:00,67483.01
2026-02-26T23:02:38+00:00,67476.67
2026-02-26T23:02:39+00:00,67476.67
2026-02-26T23:02:40+00:00,67476.67
2026-02-26T23:02:41+00:00,67476.67
2026-02-26T23:02:42+00:00,67481.4
2026-02-26T23:02:43+00:00,67481.39
2026-02-26T23:02:44+00:00,67481.39
2026-02-26T23:02:45+00:00,67481.4
2026-02-26T23:02:46+00:00,67481.39
2026-02-26T23:02:47+00:00,67488.45
2026-02-26T23:02:48+00:00,67488.46
2026-02-26T23:02:49+00:00,67493.57
2026-02-26T23:02:50+00:00,67493.58
2026-02-26T23:02:51+00:00,67493.58
2026-02-26T23:02:52+00:00,67493.58
2026-02-26T23:02:53+00:00,67475.0
2026-02-26T23:02:54+00:00,67484.47
2026-02-26T23:02:55+00:00,67479.39
2026-02-26T23:02:56+00:00,67481.85
2026-02-26T23:02:57+00:00,67481.86
2026-02-26T23:02:58+00:00,67481.86
2026-02-26T23:02:59+00:00,67481.86
2026-02-26T23:03:00+00:00,67488.62
2026-02-26T23:03:01+00:00,67489.2
2026-02-26T23:03:02+00:00,67486.34
2026-02-26T23:03:03+00:00,67489.99
2026-02-26T23:03:04+00:00,67480.13
2026-02-26T23:03:05+00:00,67480.13
2026-02-26T23:03:06+00:00,67480.13
2026-02-26T23:03:07+00:00,67480.13
2026-02-26T23:03:08+00:00,67480.12
2026-02-26T23:03:09+00:00,67460.2
2026-02-26T23:03:10+00:00,67461.66
2026-02-26T23:03:11+00:00,67461.66
2026-02-26T23:03:12+00:00,67470.0
2026-02-26T23:03:13+00:00,67470.0
2026-02-26T23:03:14+00:00,67470.0
2026-02-26T23:03:15+00:00,67470.0
2026-02-26T23:03:16+00:00,67470.0
2026-02-26T23:03:17+00:00,67470.0
2026-02-26T23:03:18+00:00,67469.99
2026-02-26T23:03:19+00:00,67464.75
2026-02-26T23:03:20+00:00,67454.72
2026-02-26T23:03:21+00:00,67468.21
2026-02-26T23:03:22+00:00,67470.14
2026-02-26T23:03:23+00:00,67470.15
2026-02-26T23:03:24+00:00,67470.15
2026-02-26T23:03:25+00:00,67470.15
2026-02-26T23:03:26+00:00,67470.15
2026-02-26T23:03:27+00:00,67457.5
2026-02-26T23:03:28+00:00,67457.51
2026-02-26T23:03:29+00:00,67463.41
2026-02-26T23:03:30+00:00,67458.43
2026-02-26T23:03:31+00:00,67458.43
2026-02-26T23:03:32+00:00,67458.42
